,stars,tags,text
1514,5,Positive,It was very delicious and good the driver was courtesy and friendly
1515,3,Positive,Great however fries were cold
1516,1,Positive,51450972-5481860    My dinner never arrived although the web site says it did  Please refund.  Thank you.
1517,3,Positive,The food was fine tasting. But this is the second time I've asked for no tomatoes and they've put them on my burger. The tomato juice ran out of the burger packaging and got all over my other food and bled through the bag. Not ideal.
1518,5,Positive,Love the burgers and fries/tots/rings. Wish I could easily order sauce for the sides.
1519,1,Negative,Late. Over 90 minutes from order to delivery. Over 40 minutes to get less than 5 miles. Food was not warm and no condiments for tots or onion rings. Very disappointing. 
1520,1,Negative," Nothing wrong with the restaurant, but the food was late 2 days in a row. Its a GRUBHUB problem, not a restaurant problem. "
1521,2,Neutral,Food was late. 
1522,4,Positive,Love the food but they don't put ketchup  with the order-- and fries with out - not my favorite --  other then that I like the food .
1523,5,Negative,"As opposed to the driver meeting me at the door with my food like most drivers have previously; this driver stuck my food out the window of his car, and i ended up getting locked out of my building. Forgot my keys. Other than that the food was great they even remembered my request of no tomato's on my burger which i very much appreciated! 
"
1524,5,Positive,"The burger was very good, and the milkshakes were still frozen and very good."
1525,2,Negative,"Order was correct driver was great, but food was cold (probably due to the fact it came 30 minutes late) "
1526,5,Positive,The food was delicious and great
1527,3,Positive,"Tasty burgers, definitely. I don't know where the tardiness came from, but that was my major gripe."
1528,2,Negative,The restaurant is decent the food was cold because delivery took forever and was late
1529,3,Negative,Was missing Peanut butter shake.
1530,5,Positive,Great burger.great onion rings.
1531,4,Positive,It was good.
1532,5,Positive,Delicious food. Great ingredients.  Wonderful service.
1533,2,Negative,No Favor at all. It's as if they just used frozen patties with no seasoning.  Bread was not fresh and on top of that they forgot the salad. So my friend had nothing to eat. They should have delivered the salad  but nope just called for a refund  ... they were on first hill and I was on capital hill.  Not far away at all. Never again. 
1534,1,Negative,Food was cold there is no point in ordering food from you guys if I'm going to get cold food when I order hot food
1535,4,Positive,"Food was great, but the fries were cold."
1536,1,Negative,French fries and tater tot‘s were extremely cold. And so we’re both burgers. The buns were soggy and the lettuce was wilted. Was very disappointed
1537,4,Positive,Good - but fries with no ketchup -- not fun .. but other then that I love this place
1538,5,Positive,"The 206 Burger Co just makes great burgers. Nothing fancy, just a bun full of awesome!"
1539,3,Positive,My oreo shake was melted and my mushroom burger kind of tasted like coffee.
1540,5,Positive,Burger was amazing and full of flavor
1541,5,Positive,The food was e the driver was very friendly the food is really good
1542,3,Neutral,Asked for ketchup from restaurant and didn't get any. 
1543,5,Positive,Very good and fresh food.
1544,5,Positive,I absolutely love this restaurant
1545,5,Positive,The best burgers !
1546,3,Positive,A notch above Burger King.
1547,2,Negative,"Second time this has happened. I asked for no mayo and it came with mayo. Not sure why you include a field to put special requests if you don't acknowledge requests. Unfortunately I can't eat mayo and it's difficult to remove from bread and shredded lettuce. Enjoyed what was left of my BT minus the L and half the bun.

You know what they say. Fool me once, strike one. But fool me twice... Strike three."
1548,2,Negative,"Missing an order of fries and the burger that said it would have grilled onions had fresh onions. When it comes down to it, it’s a burger it’s fine. But you’re rolling the dice it’s going to be what you ordered."
1549,4,Positive,"Excellent food. The driver however called a block away stating he was here, I had to come out my building and walk to the corner to flag him down. "
1550,1,Negative,They are serving food that sits for over one hour and feel that is acceptable.  Their food is average at best and their attitude is HORIBLE.  The order was cancelled after waiting 75 minutes after they shared that it was fine and not their problem if the food was cold or late....it was made and that is it.  NOT GOOD.
1551,3,Negative,Food was late and therefore cold. Less than desirable food products - I will say the non-oily tater tots and onion rings would have been good+ if they were warm. Burger - uneventful and unappetizing.
1552,5,Positive,Great food! Will definitely order again!
1553,1,Negative,They didn't receive my order
1554,5,Positive,206 burger never let's me down delicious every time 
1555,4,Positive,They were good!
1556,5,Positive,The order was right the driver was very friendly and the food very good
1557,2,Negative,The food is very low quality. My veggie burger was stale 
1558,1,Negative,The order was hella late I placed it at 11:20 I didn't get it until 12:30 very unacceptable Behavior when I order from your company ever again
1559,5,Neutral,The yam fries should come with a dip
1560,1,Negative,Order was over an hour late and when I called they seemed to have lost it
1561,2,Negative,Too much teriyaki...I vomited
1562,5,Positive,It was delicious. Will absolutely order again. So good!!☺
1563,5,Positive,Great food !!
1564,1,Negative,"Our order was wrong, I called the restaurant, and they refused to fix the order."
1565,4,Positive,Veggie bugers r amazing
1566,5,Positive,Always good food !
1567,5,Positive,Great job as always! 
1568,4,Positive,The food was good. I'm glad I ordered from there.
1569,5,Positive,"206 has been one of our favorite burger places for the last couple years, especially now with one of our other favorites (Wallyburger) being closed.

Tonight, they went above and beyond. I recently discovered a significant sensitivity to dairy, bordering on a true allergy. I mentioned this in my order, and they carefully labeled my family’s order, indicating what in the order contained dairy or was cooked in butter.

It was very thoughtful and helpful!"
1570,5,Positive,"They forgot the dipping sauce, but everything was delicious and the delivery driver was very nice."
1571,1,Negative,My food never arrived
1572,3,Negative,Didn't send all the food- but did refund the items not sent when I called. Still very inconvenient to not have full order
1573,5,Positive,love the Burgers --they Rock 
1574,5,Positive,"206 Burger makes a great chicken sandwich, and their sweet potato fries are perfect. Their service is prompt and friendly."
1575,1,Negative,"The burgers were doable but cold. The tots were not hot, warm, but slightly above room temperature. The overall lateness wasn't cool either. It would have been better for me to have ordered as a pick up and came to get the order. "
1576,5,Positive,Burger and fries  amazing and tasty 😁
1577,3,Negative,"My food was good once I warmed it up, it arrived cold. "
1578,5,Positive,"This was our first go with GrubHub. Went well. A little expensive, but also hassle free. Will do it again most likely."
1579,4,Positive,Everything was good except there were no condiments for v the French fries
1580,4,Positive,Good  need ketchup next 😁
1581,2,Negative,"Wrong order, food was  bland and cold"
1582,4,Positive,The restaurant is great. Good food and service.
1583,5,Positive,"The food was prepared really well and delivered ahead of promised time. The burger was good, but the fries and the shake were just extra yummy! "
1584,3,Positive,It was good food.
1585,3,Negative,Sucks when part of your order is missing. Fries were cold. Burgers were alright
1586,2,Negative,They need to step it up. The food was kind of dry and cold. A little flavorless.
1587,3,Negative,"The food was arrived in time, the burgers were tasty but cold and soggy. Fries were not tasty, overcooked and not fresh."
1588,1,Positive,I love the restaurant. I called them about my order and they immediately fixed me a new burger that I went to pick up. My food was delivered so late it was cold
1589,4,Positive,"Great food, excellent value."
1590,5,Positive,Great burgers 😁
1591,3,Positive,Soggy tasteless fries. Burgers okay. Packaging is frugal.
1592,5,Positive,Thats what i call great quality food
1593,5,Positive,Thank you so much! :) :) :) 
1594,5,Positive,First time ordering from here and it is so good!! Definitely saving this as a favorite place! 
1595,5,Positive,"My favorite place to get a burger from in the city. My orders are always correct, food is always delicious. This is definitely my go-to for a burger. "
1596,4,Negative,The tator tots were cold by the time they got to me. And they forget to give me ketchup for them.
1597,3,Positive,The food is good. The order was incomplete though.
1598,5,Positive,Good food .
1599,1,Negative,Burger was dry and tasteless. Delivery guy pretty much threw my food at my and was on his phone at the time of my delivery.  Wish I could take my tip back.  
1600,2,Negative,Food was not good the fries had no taste and they were premade patties
1601,5,Positive,"First time trying it, and it was delicious."
1602,5,Positive,Pretty yummy. Glad they were able to give me lettuce instead of buns :)
1603,5,Positive,The food was really good and the driver was a very nice person and he made sure that he gave me the right orde
1604,1,Negative,"The order took more than twice the estimate, and we were missing items. Food was cold."
1605,5,Positive,Food was hot and AMAZING. 
1606,4,Positive,yo this exceeded my expectations. got a sounders burger with cream cheese and it was fiiiiree. if they would've delivered it with the fries i ordered it'd be the burger in Seattle. will order again next sunday probably. Episcopalians represent! gave up delivery food for lent hollaaaa
1607,4,Positive,Pretty good. Shake was what I needed. I would order again. 👍🏻
1608,3,Negative,"First the driver acted like the order didn't come with a drink. Then it took him almost 5 minutes to bring the shake from his car. Food was cold. Put bacon on a burger that was requested to NOT PUT BACON ON BURGER, AND WRAP IT UP ON THE SIDE. 
Called twice now, and still nothing about a refund or delivering another burger without bacon. Will not order from here again. Burger could have been more flavorful, but wasn't. Shake was good, but the size of it was not worth 5 dollars. "
1609,5,Positive,The food was delicious and on time and the driver was very friendly and helpful
1610,3,Positive,Fries should be a lot better.
1611,3,Neutral,"Restaurant called and said the food was ready but the driver was late.
Fries were not hot any longer."
1612,3,Negative,The food was great but the driver was rude at the hotel. To the point that hotel staff asked him to leave before I even got down there to pick up my food.
1613,3,Negative,Food is great. Delivery driver left food in a random room at my office and told no one. I found it 30 minutes after it was supposed to be delivered.
1614,1,Negative,If 0 stars is an option I would choose that. My first time using it his company and I watched my driver go back and forth across town for an hour with my food and never called. It would help if we could contact the driver.  This has been a waste of time and money. 
1615,4,Positive,"Ordered 2x Onion Rings, a Mariners, and a Mushroom and Swiss. Got our food a few minutes earlier than expected. Opened the door and there was my food.
Expected some half soggy and small portion of onion rings, but we got crisp warm onion rings that tasted rather good.
Mariners was pretty good, love avocados. Bun wasn't soggy and the burger wasn't dripping. Overall a tasty burger nothing fancy just simple and good.
The Mushroom and swiss was also very good. Simple and tasty, was not greasy and or falling apart.  Definitely our favorite of the 2.
Will order again, this trying something different."
1616,5,Positive,206 Burger is the bomb!
1617,5,Positive,Great spot for a no pretentiousness damn fine burger. Good ingredients. Cooked perfect and just the right amount of a little messy. 10/10
1618,2,Negative,My food was cold and really  bland
1619,1,Negative,Will never order from them again
1620,2,Negative,Missing the sauces 
1621,5,Positive,Seriously the best hamburger I've ever had in my life! Will def order again
1622,5,Positive,god tier onion rings - everything else was great too.
1623,4,Positive,Food was good but no catchup !
1624,3,Positive,Food is great delivery was questionable
1625,5,Positive,Will use again I think new favorite
1626,2,Negative,"I've had veggie burgers here twice. Once was great, the 2nd time was soggy and the ketchup and mustard I asked for were missing as was the avocado I paid for. Very dissappointing."
1627,4,Positive,Good burger and fries
1628,4,Positive,"Burgers were amazing! The parmesan fries werent very good due to temp but still, great experience!"
1629,5,Positive,Typical Hamburger place
1630,4,Positive,"Got the wrong kind of fries, but everything else was fantastic"
1631,5,Positive,"Amazing breakfast burger, amazing onion rings!"
1632,4,Positive,"Really good considering it was delivery, tots were still super crispy!"
1633,3,Negative,"The burger was spicy, it was supposed to be a cheeseburger. The onion rings were way too greasy.  Everything was just OK.  Probably won’t order from here again.  "
1634,3,Negative,"I walk by this restaurant every day-twice a day! And I had a late shift at the hospital, and didn't feel like cooking.
The onion rings were delicious. Crispy and light. 
The burger was tasteless. There was absolutely NO seasoning in anything. The meat was dry, and without ANY flavour. 
I was incredibly disappointed."
1635,1,Negative,"I am extremely disappointed with this order. I order through GrubHub for ease while I am at work. When the driver calls and calls, texting me, asking me to come to the car - I cannot. I then have to sit on the phone with customer service, TRYING to find my driver. I basically had to take my lunch to talk to customer service..... Will no longer be ordering from you"
1636,5,Positive,206 Burger Co is always enjoyable and has the best burgers in Seattle! 
1637,4,Positive,"Food was awesome, but the fries arrived cold"
1638,3,Positive,Restaurant is great
1639,2,Negative,The hamburger and fries were cold so awful to eat.
1640,5,Positive,great as always
1641,4,Negative,Missing a straw and ranch
1642,5,Positive,I love them
1643,3,Negative,ICE COLD and late
1644,3,Negative,"The deliver guy was VERY rude! Just handed my food and walked away! I am at work and can't just come whenever, he called and I said ""give me 2 min"" but he insisted on calling and calling! So VERY RUDE!!!!"
1645,2,Neutral,I asked for extra napkins but did not get any and the Burger bun was burnt.
1646,3,Negative,"My food was late. My burger didn't have all of the ingredients, and I got the wrong milk shake. I would not order from here again"
1647,3,Negative,I was missing the french fries
1648,2,Neutral,Food was fine but cold. Part of the order didn'tarrive
1649,5,Positive,"Great burger, and the hand cut fries were on point. Would definitely order from again."
1650,3,Negative,"Food was late. We got it about an hour and 45 minutes after placing the order.  fries were cold/soggy. bun, lettuce, and tomato was all soggy. Upon reheating the food it was pretty good. Definitely would not order delivery again but I'd probably go back to eat at the restaurant."
1651,5,Positive,The food was very good! We had hamburgers and they were awesome!
1652,5,Positive,The food is very good.
1653,5,Neutral,I will order from them again.
1654,5,Positive,always good to order from!
1655,5,Positive,Good was delicious.  On time delivery.
1656,4,Negative,Good burgers however avocado was placed on the wrong one. Not the biggest deal in the end.
1657,2,Negative,First time ordering food in this restaurant and was not impressed and they delivered my food late and cold
1658,5,Positive,Its my favorite!
1659,2,Negative,Restaurant is fine. Delivery made no sense. Order was over on First Hill which was really close to our house. However driver picked up our order and then went all the way over to Queen Anne and then back to our neighborhood. Food was not even hot!
1660,4,Negative,You forgot my tater tots!
1661,3,Negative,"Chicken and burger were tasty, but the burger was so greasy, I had to scrape bun off in places because it was soaked in grease.  Gross."
1662,4,Positive,"Good food, will order from there again"
1663,3,Negative,"the burger was tasteless, the fries were soggy and cold. shake was fantastic"
1664,5,Positive,Burgers are great tots are amazing
1665,1,Negative,"Ordered just a coke and it took over two hours. Restaurant is great, delivery was terrible."
1666,5,Positive,2nd order was just as good as first. Timely delivery to the U District. Great food! Thank You&#9786;&#9786;
1667,5,Positive,"Great food, great delivery! Thank You&#9786;&#9786;"
1668,5,Positive,Ordered the teriyaki burger and a orea milkshake &#55356;&#57172; will order again.
1669,5,Positive,Food was amazing and overall everything was very good
1670,4,Negative,I'd rate the food a 4/5. But everything was correct and on time. Tots need more seasoning.
1671,4,Neutral,"fries were soggy and not good. burgers were great! prices too high, but whatever-its seattle. driver was polite as well."
1672,1,Neutral,"The food never showed up, but someone marked it as delivered. GrubHub did refund the order fully, but I was still hungry."
1673,2,Negative,"Cold soggy sad bland fries, cold soggy bland sad grilled cheese. Driver and restaurant claimed they had called me 8+ times, but I never got a call from the driver until the GH rep wrote it down and gave it to them."
1674,5,Positive,Those are some awesome burgers.
1675,4,Neutral,It was pretty good but nothing special and more expensive for just a regular burger
1676,1,Negative,FIRST TIME CUSTOMER WHOS ORDER WAS NEVER DELIVERED!! I called to ask for it to be resent and was told no and that it was my fault. My card was charged for 30 dollars and I received NO FOOD!
1677,5,Positive,"Love this place, friendly people, great food, always get the order right...excellent"
1678,3,Positive,Arrived slightly warm. Only complaint. 
1679,3,Neutral,Food was good portions appropriate
1680,1,Negative,"Buns on both the burgers were absolute liquidy mush by the time they arrived. Im not sure the solution but here is a suggestion: Dont place hot burgers off a grill and put them between a bun then wrap them in foil if the burger will more than likely spend 20 mins en route. All they do is steam the bread which makes for a super disgusting soggy mess. Perhaps toast them and package them separately? Also, the 1000 Island dressing I ordered was missing. Fries were bland and soggy as well. Onion rings were ok. Sorry guys, just letting you all know. Thanks."
1681,2,Negative,Food came an hour and 20 minutes after I ordered it and everything was cold and soggy. 
1682,4,Positive,"Everything was great, but the portions are a little bit small for the price.   The burger was a better value than Woody's, but you don't get very many fries.    The shake was also smaller than I expected a $6 shake to be.  Delivery was fast and professional.   All of my items were correct."
1683,5,Positive,I always love 206 Burger food and you are a very good service. I particularly appreciate the coupons on the weekend.
1684,4,Positive,Sweet potato fries were awesome!  Regular fries could use a touch of salt or seasoning.
1685,3,Neutral,It was good but the food was cold.
1686,4,Positive,Good good.  Forgot ranch dressing
1687,3,Negative,"Food was decent, didnt get my tater tots and food was 15 mins late"
1688,5,Positive,Excellent from special allergy requests fulfilled and clearly marked through the nicest delivery person ever. Will definitely order again.
1689,3,Neutral,"Pretty good burger, (peanut butter) shake didn't taste that great"
1690,3,Negative,They did not give me my complete order.
1691,2,Negative,Food was cold. Nothing like child soggy fries and a cold burger.
1692,3,Negative,"Didn't add any sauce as requested, no napkins and wrong orders. Not happy."
1693,4,Positive,Cheese burger was good. Large drink good also
1694,4,Positive,Good food. Missing French fries. But still happy. Didn't need the extra carbs
1695,5,Positive,"I really like 206 Burger because it reminds me of burgers from my childhood. There are times when only an old-fashioned double cheeseburger will really make you feel better. On days when I'm trying not to overeat, I skip the tator tots. Otherwise, they are really good too."
1696,4,Positive,It was great
1697,2,Negative,"Bun was soggy, lettuce wilted, and the fries were cold. "
1698,5,Positive,Great Burgers and even better Tots
1699,2,Negative,It hard to give an accurate assessment due to the fact that it he food was cold.
1700,5,Positive,Great good great burgers
1701,4,Positive,Excellent. He was a few minutes late but not too bad.
1702,5,Positive,excellent burgers and service!
1703,1,Neutral,The meal was cold and thrown together.
1704,3,Negative,Burger was soggy when it got to me and they forgot my shake.
1705,4,Negative,I was high and needed a burger delivered post haste. It was. I ate it. I would eat another. I’m still high. 
1706,4,Negative,Food was great but fries were soggy. Punching holes in the paper bags can help prevent this. Order arrived 10 mins late. Otherwise it was great!
1707,4,Positive,"Love this place, it's a bit of a distance away though so sometimes my total arrive warm and not hot, not a deal breaker. Food is great!"
1708,5,Positive,Still a fan of 206 Burger. I order there all the time.
1709,5,Negative,I really like 206 Burger. I wish they would have even more items to choose from.
1710,1,Negative,"Food was an hour late, cold, and smashed. "
1711,1,Negative,"Order was late.  Tried to contact the restaurant twice, was hung up on both times.  When food arrived, it was cold.  "
1712,4,Positive,"First time giving 206 lower than 5 stars, ordered tots, got onion rings, not a huge deal but unfortunate, im not a huge fan of onion rings, however, these were better than most places so they have that going for them. Their food was good as always though. gotta love that."
1713,3,Negative,Food was cold but good after reheating. Value was ok. Not sure if I'd reorder. 
1714,3,Negative,"Food was totally tasty; however, fries were pretty cold. Biggest issue? It took 2 hours to get the food."
1715,5,Positive,Good burger at a good price. 
1716,1,Negative,driver told my employer he was from burger king. refused to give me my order when asked multiple times after chasing him down. didnt even want to roll down his window. my bun was not gluten free as requested but they did refund me so that was good. food was very cold.
1717,5,Positive,Fries & shake great!
1718,4,Negative,"Good milkshake, but an unremarkable burger. Too soggy to eat easily."
1719,5,Positive,Best burger in town
1720,1,Negative,everything was ice cold
1721,1,Negative,"Got wrong condiments on burger. Tater tots and fries spilled everywhere and soggy/ cold. Driver could not figure out basic gate despite directions. So, frustrating"
1722,1,Negative,"Over priced & over done.  Spent $35 on a burger w/ fries, onion rings, soda (I was hung-over) inc. a $6 delivery fee.  Fries didn't come with ketchup and were soggy (fine it's delivery) but no ketchup?  Onion rings were pretty good.  But my 206 burger was cooked medium/well and tasted not even half as good as a Red Robin burger; I actually would have preferred McDonalds in every respect.  206 Burger Co prolonged my suffering - had the meal been under $20, I probably wouldn't complain but this is a rip off.  Beware"
1723,3,Neutral,Burger and fries arrived cold. Don’t think in was the restaurant: was probably the route the good took to get to me. 
1724,2,Negative,Food was cold
1725,1,Negative,"wrong order and messy, grubhub failed to get my money back and they said they would call me when finished dealing with my issues and i never received a call back"
1726,4,Positive,It was good
1727,5,Positive,"206 Burger is one of my favorite places. I do seem to have trouble finding a place to add mustard to my burger on it. It was easy to order mayo with my tater tots, so I'll try again with the mustard. "
1728,4,Positive,"Good! Sometimes they forget part of the order, but overall I'd recommend. "
1729,2,Negative,The delivery was extremely late and by the time it arrived the burgers and fries were cold and the shakes were melted.
1730,5,Positive,"I love 206 Burger, It reminds me of my childhood. I love the double cheeseburger w/dark lettuce and the tater tots. I think it's great that they have delivery from the one in 1st Hill since I didn't have a great experience with the one on 3rd and Madison. The food is great at both places though."
1731,2,Negative,The food was not what it says it was supposed to be
1732,5,Positive,Best burgers on grub hub
1733,3,Negative,"I have to say, when I place an order for delivery, I don't expect to have to leave my apartment to get it.  If the driver can call my phone to tell me to come down, he can just as easily punch in the building code I give him and come up.  There's nothing between him and my door that can't be operated with an elbow, if it comes down to it."
1734,5,Positive,love this place. deliver to my work and ive always got a good experience with them
1735,3,Negative,Burger was cold and didn't taste fresh. Shake was delicious
1736,5,Positive,"The driver was actually here a bit earlier than expected. He was very nice. I really love 206 Burger's double cheeseburger, especially with tater tots. I also appreciate having a choice of how much I give for a tip since I'm on a fixed income and I have to give less at the end of the month. Yours is one of the most reliable services I've encountered so far."
1737,5,Positive,"I enjoyed the burger/fries/ and onions rings, everything was very tasty"
1738,4,Positive,"With a delivery fee plus tip, I'd prefer if they brought it directly up to the apartment using the call box rather than calling me on their cell from their car. But that's true of most food deliveries. 
206 Burger has become a consistently good choice when we want burgers. I'll definitely keep ordering from them. "
1739,5,Positive,"Delicious burgers, tots, onion rings, and shakes."
1740,2,Negative,"I would probably need to sit down and eat there, as a opposed to order delivery."
1741,2,Negative,"food was cold, undercooked, and virtually inedible.
"
1742,5,Positive,Excellent burgers and great fries.
1743,5,Positive,Now this is a great burger!
1744,5,Positive,I like it but I dont like someone who works there so I prefer delivery.
1745,4,Positive,"Food is always good, but would be so much better even warm."
1746,4,Negative,"I’m annoyed that I paid $4.25 for literally seven onion rings. Really?
Other than that, I’m good. "
1747,5,Positive,One of our favorites
1748,4,Positive,"This place is great! Highly recommend for an awesome burger and fries, and the chocolate shake was amazing!"
1749,1,Negative,"The grilled cheese was probably the worst out of the two things I ordered.. honestly it's rather hard to mess up such a simple item I truly mean that. The burger I ordered was definitely not using fresh anything really the tomato was off and so was everything else. The fries were alright much better that the rest of the food. And someone made a mistake on my order. But both the driver and the restaurant wanted to blame each other for the mistake.. so I'm left with either the driver and his girlfriend drank my soda or the restaurant didn't actually give it to her. I was reimbursed and plan on never eating here again. 

Seriously guys if you need to know how to properly make a grilled cheese sandwich or even just a burger I'll gladly teach your cooks."
1750,2,Negative,Grilled cheese was soggy. Tater tots were over cooked. They come loose and invariably end up rolling all over the place. They did manage to cook my son’s burger correctly for a change
1751,3,Positive,You should list out everything on your burgers also your fries are good
1752,3,Negative,"Food is okay not great. They always mess up directions for specific burgers and tater tots are not wrapped so they roll over the place and the dog has a field day. It happens again and again so it is really inexcusable, and I think I have reached the point that I will not order again. Our shakes did not arrive spilled last night
I suggest trying other burger spots. Nothing special beyond repeat errors here"
1753,4,Neutral,Excellent but pricey 
1754,2,Negative,Food was cold and no ketchup for cold fries
1755,3,Negative,Usually this place us great but the driver was so late the food was cold.
1756,5,Positive,It was good
1757,1,Negative,"Terrible. Tater tots left from last night. Ice cold, cardboard like. Burger was greasy. My tummy aches"
1758,2,Negative,"Asked for sauce on side, but they put it on sandwich.
Order was early. Almost wasn't home to meet it."
1759,2,Negative,I don't know where the error occurred in my order.
1760,3,Positive,"
first off, the food was awesome. 206 always does me right!!!


Your delivery drivers need to actually deliver to the correct address. I left VERY clear Delivery instructions and your driver STILL delivered to the wrong address... Luckily the person at the address they delivered to know me and brought it over to me. INSTRUCT YOUR DRIVERS TO ALWAYS READ THE DELIVERY INSTRUCTIONS!!! if i didnt know the people next door my food could have been as good as gone. "
1761,5,Positive,Great food! Highly recommend it.
1762,2,Negative,"I have ordered from here before and had no problem today I was disappointed my burger is soggy on the bottom of the burger and the onion rings were over cooked to the point of where there was no detectable onions in the ring. 

The driver was professional!"
1763,5,Positive,Excellent burger! I will definitely order from there again
1764,3,Negative,Kind of pricey for the product. But that may be because of all the fees 
1765,1,Negative,Food was cold and soggy
1766,1,Negative,The meal delivered was stone cold. :(
1767,3,Negative,"Like others have said, the food arrived cold."
1768,1,Negative,Driver refused to deliver to door.
1769,3,Negative,My shakes were melted and the food was cold
1770,1,Positive,"Waiting for customer support to deliver an adequate response
Waiting..."
1771,5,Positive,"The order was not on time, it was EARLY! The food was delicious and I really appreciated how fast they were. Est time was 40-50 minutes and it only took 30 minutes to get my food ♡ The burger was sooooo juicy and the flavors they use in their sauce pair so nicely with the burger."
1772,4,Positive,Was a bit too pricy for me but overall pretty good food And super quick delivery.
1773,5,Positive,"Quick service, good food"
1774,5,Positive,Fast service and good food despite being busy lunch hour!
1775,3,Negative,I ordered 2 veggie 206 burgers and 2 oreo shakes. I only recived one my my skakes.
1776,3,Neutral,I order only onions and 206 put lettuce on my burger
1777,3,Negative,"Good food, but the food was lukewarm when delivered."
1778,4,Neutral,I’ll let you know on the next order
1779,1,Negative,My tater tots were tasteless and cold and hard. My burger still pink on cheeseburger and bacon was off colored. Parmesan garlic fries a no show. Want refunded for them.
1780,5,Positive,Bacon cheeseburger got a thumbs up from my son.  My daughter loved the fries.
1781,3,Neutral,Food wasn't very warm but otherwise was good
1782,3,Neutral,"The food, though good, was fairly cold when it arrived.  It would be better if the food cooking was timed closer to the time it is scheduled to be picked up..."
1783,3,Positive,Fries cold but burger well. Would have loved some ketchup
1784,5,Neutral,This restaurant was the bomb diggity
1785,4,Negative,The food should be packaged better. Both the union rings and the tots were open in a bag and ended up being mixed through each other
1786,5,Positive,Love this place 
1787,5,Positive,"Amazing food as always, their veggie patties are kind of a quinoa/cornbread consistency, shakes are thick and delicious =)"
1788,0,Positive,"I really enjoyed my delivery experience, very efficient and the food was still warm and good. The delivery guy was great but I just wish the burger had more cheese. Otherwise great!"
1789,5,Positive,Loved the customer service
1790,5,Positive,Fast and delicious
1791,4,Positive,Fair food not the best I've ever had a little pricey but got it quick and hot. Not something I would order again 
1792,4,Positive,"My only complaint was the food was luke warm at best, other than that,  it was correct and on time."
1793,5,Negative,"Dang, that was tasty. 
...a little spendy for a burger.
But dang, that was tasty. :)"
1794,4,Negative,I did not receive my bottled water that I was charged for
1795,1,Negative,The restaurant was fine. The delivery sucked
1796,5,Positive,"That wonderful all beef and cheddar melt in your mouth flavor, customized burger, add pineapple, avacado, even cream cheese and jam."
1797,5,Positive,"Excellent milk shake, arrived thick and tasty."
1798,1,Negative,I never received my order!!!!!!
1799,5,Positive,Food was excellent
1800,5,Positive,Nice alternative to burger night.
1801,5,Neutral,Did NOT disappoint! The food was delicious! That Byrek.. so damn good. And the turkey sandwich? Yum! 
1802,5,Positive,Byrek and Baguette did Not disappoint! This food is damn delicious!
1803,5,Positive,This place never fails. So good!!! 
1804,5,Positive,They are affordable and fast
1805,2,Negative,"When I ordered two orders of Key Lime Pie, I thought I was getting at least two slices of pie.  Instead, I got two tiny cupcakes that were dry and just not good.  The other items I ordered were lukewarm and really greasy."
1806,5,Positive,I like to order ahead a few meals. I ask restaurant not to heat my sandwich & they'll send in parts so I can construct & warm up later myself. This works best with the pulled beef &  pork sandwiches. I'm also addicted to their chicken soup which comes with thin slices of baguette toast.
1807,5,Positive,"10 stars to driver!!! Restaurant forgot item, I said I would call & get credit but he ran back & got item for me. This was especially thoughtful.👍👏"
1808,5,Positive,Excellent every time!
1809,5,Positive,Friendly owners! Great food! Excellent service! Definitely eating here again!
1810,5,Positive,Great food and service
1811,3,Positive,"Byrek & baguette is an old love of mine. Their chicken apple salad and their ham and apricot baguette and just the bees knees (as long as they respect my ""no onions"" request) fresh, fast, healthy, what more could you want"
1812,5,Positive,"Delicious food. Arrived super quickly. Order was all correct. Didn't include utensils or napkins which was a problem, but the food was amazing."
1813,5,Positive,"I got the beef sandwich, and it was awesome.    Best sandwich I've had in a long time."
1814,5,Positive,Delicious lentil soup and chicken salad
1815,5,Positive,"Asked food be delivered cold for reheat later. They packaged each sandwich component separately so it will be easy to construct a fresh, hot sandwich when ready. Chai latte, breakfast scramble delish."
1816,5,Positive,"Excellent food, ready quickly."
1817,5,Positive,Pork very flavorful. Generous potions. Sandwich could easily feed 2 if you added small order of fries.
1818,5,Positive,My second time ordering. Their food is fresh and delicious and arrived hot both times. I will definitely order again.
1819,5,Positive,Fresh and scrumptious!
1820,5,Positive,"Amazing food, amazing staff!"
1821,5,Positive,"The chicken soup arrived boiling hot, jam packed with chicken & veggies in a flavorful herby broth. It was also accompanied by two little buttered toasts. Perfect for an Autumn day."
1822,5,Positive,Taste great. The food is always great. I haven't had anything I didn't like.
1823,5,Positive,Delicious and will order from them again!
1824,5,Positive,One of the best sandwiches I've had in a long time!
1825,5,Positive,"The salad was large & a variety of lettuces with all the fixings as described, dressing on side. Perfect. The best was the cafe mocha made with real! chocolate. So yummy saving for desert. The byrek looks delicious but will have to wait for later. This restaurant always does good!"
1826,5,Positive,"My go to (too often). Use them when I need eggs & I'm out. Veggie scramble is my usual (healthy) choice but the scramble with ham was very good too (""meaty""). In fact for carnivores all meat options from beef byrek to the pork sandwich are great."
1827,5,Positive,"Fresh food, delicious coffees. Will be back again and again!"
1828,2,Negative,It took 45 minutes for a 10 minute drive so the food arrived cold 
1829,5,Positive,The food was excellent and delivery was on point.  The restaurant delivered on what was advertised!
